Product ID : 945 # of JPs covered : 1 : 66 : Antitrust, 
pr_001902545,0.206833, 0.000000
pr_000830160,0.206833, 0.000000
pr_000300473,0.206833, 0.000000
pr_000626150,0.206833, 0.000000
pr_001841254,0.206833, 0.000000
pr_000699920,0.206833, 0.000000
pr_000651933,0.206833, 0.000000
pr_001106788,0.206833, 0.000000
pr_001657256,0.206833, 0.000000
pr_000691028,0.206833, 0.000000
pr_000079143,0.206833, 0.000000
pr_000758989,0.206833, 0.000000
pr_000339979,0.206833, 0.000000
pr_000993345,0.206833, 0.000000
pr_000989412,0.206833, 0.000000
pr_001880570,0.206833, 0.000000
pr_000707069,0.206833, 0.000000
pr_002073201,0.206833, 0.000000
pr_001904579,0.206833, 0.000000
pr_000335851,0.206833, 0.000000
pr_000708128,0.206833, 0.000000
pr_001728760,0.206833, 0.000000
pr_000158145,0.206833, 0.000000
pr_001710743,0.206833, 0.000000
pr_000321417,0.206833, 0.000000
pr_001880528,0.206833, 0.000000
pr_000194530,0.206833, 0.000000
pr_000597355,0.206833, 0.000000
pr_000757663,0.206833, 0.000000
pr_000563082,0.206833, 0.000000
pr_000975802,0.206833, 0.000000
pr_001024420,0.206833, 0.000000
pr_001023299,0.206833, 0.000000
pr_001982660,0.206833, 0.000000
pr_000309540,0.206833, 0.000000
pr_002104988,0.206833, 0.000000
pr_002075392,0.206833, 0.000000
pr_000762398,0.206833, 0.000000
pr_000779954,0.206833, 0.000000
pr_000163501,0.206833, 0.000000
pr_002113060,0.206833, 0.000000
pr_000438449,0.206833, 0.000000
pr_001879257,0.206833, 0.000000
pr_002108590,0.206833, 0.000000
pr_000708627,0.206833, 0.000000
pr_001876897,0.206833, 0.000000
pr_001017349,0.206833, 0.000000
pr_000997045,0.206833, 0.000000
pr_001828603,0.206833, 0.000000
pr_001904699,0.206833, 0.000000
pr_000722983,0.206833, 0.000000
pr_000718676,0.206833, 0.000000
pr_001007683,0.206833, 0.000000
pr_000298935,0.206833, 0.000000
pr_000350606,0.206833, 0.000000
pr_000189508,0.206833, 0.000000
pr_000773814,0.206833, 0.000000
pr_001903681,0.206833, 0.000000
pr_000176234,0.206833, 0.000000
pr_000916683,0.206833, 0.000000
pr_000499641,0.206833, 0.000000
pr_001720946,0.206833, 0.000000
pr_001106595,0.206833, 0.000001
pr_000902709,0.206833, 0.000001
pr_001628007,0.206833, 0.000001
pr_001689245,0.206833, 0.000001
pr_000113642,0.206833, 0.000001
pr_000664141,0.206833, 0.000001
pr_001020454,0.206833, 0.000002
pr_001860928,0.206833, 0.000003
pr_001627835,0.206833, 0.000004
pr_000254769,0.206833, 0.000004
pr_000861651,0.206833, 0.000005
pr_000827459,0.206833, 0.000007
pr_001727851,0.206833, 0.000011
pr_000717116,0.206833, 0.000019
us_000462260,0.206833, 0.000044
us_000481908,0.206833, 0.000044
pr_000738192,0.206833, 0.000082
pr_000673194,0.206833, 0.000138
pr_000339869,0.206833, 0.006267
pr_000629885,0.206833, 0.007003
pr_001137342,0.206833, 0.007896
pr_000900767,0.206833, 0.008441
pr_001133246,0.206833, 0.021039
us_000466031,0.206833, 0.021744
pr_001144151,0.206833, 0.038113
pr_000874014,0.206833, 0.040379
pr_000642830,0.206833, 0.076492
us_000539386,0.206833, 0.130559
pr_000874010,0.206833, 0.202147
us_000497298,0.205250, 0.005353
us_000568684,0.205250, 0.009326
us_000585615,0.205250, 0.010132
us_000071047,0.205250, 0.023349
us_000539246,0.205250, 0.029738
us_000077998,0.205250, 0.031117
pr_001917812,0.203485, 0.000000
pr_000786205,0.203485, 0.000000
pr_001038596,0.203485, 0.000000
pr_000772556,0.203485, 0.000000
pr_000861267,0.203485, 0.000000
pr_000758175,0.203485, 0.000000
pr_000766398,0.203485, 0.000000
pr_001762459,0.203485, 0.000000
pr_002124470,0.203485, 0.000000
pr_001814798,0.203485, 0.000000
pr_001049330,0.203485, 0.000000
pr_001597858,0.203485, 0.000000
pr_002140577,0.203485, 0.000000
pr_002181872,0.203485, 0.000000
pr_001826772,0.203485, 0.000000
pr_001745726,0.203485, 0.000000
pr_001920009,0.203485, 0.000002
pr_001952462,0.203485, 0.000002
pr_000824442,0.203485, 0.000002
pr_001746956,0.203485, 0.000002
pr_001987117,0.203485, 0.000002
pr_001415161,0.203485, 0.000002
pr_001948468,0.203485, 0.000002
pr_000814206,0.203485, 0.000002
pr_000815565,0.203485, 0.000002
pr_001405184,0.203485, 0.000002
pr_001973111,0.203485, 0.000002
pr_002173108,0.203485, 0.000002
pr_000783090,0.203485, 0.000002
pr_001930271,0.203485, 0.000002
pr_001604915,0.203485, 0.000002
pr_001647914,0.203485, 0.000002
pr_000693315,0.203485, 0.000002
pr_000868222,0.203485, 0.000002
pr_001953430,0.203485, 0.000002
pr_000744104,0.203485, 0.000002
pr_000846304,0.203485, 0.000002
pr_002125902,0.203485, 0.000002
pr_001961069,0.203485, 0.000002
pr_002181881,0.203485, 0.000002
pr_002078646,0.203485, 0.000002
pr_001925854,0.203485, 0.000002
pr_001743175,0.203485, 0.000002
pr_000657016,0.203485, 0.000002
pr_001152990,0.203485, 0.000002
pr_001730927,0.203485, 0.000002
pr_001731909,0.203485, 0.000002
pr_001598845,0.203485, 0.000002
pr_001074882,0.203485, 0.000002
pr_001412749,0.203485, 0.000007
pr_000828813,0.203485, 0.000007
pr_000860403,0.203485, 0.000007
pr_000079108,0.203485, 0.000018
pr_000767790,0.203485, 0.030091
pr_000976684,0.203485, 0.030091
pr_000671131,0.203485, 0.030091
pr_000987420,0.203485, 0.030091
pr_000957094,0.203485, 0.030091
pr_000702084,0.203485, 0.030091
pr_001647984,0.203485, 0.030091
pr_000912684,0.203485, 0.030091
pr_000863182,0.203485, 0.030091
pr_000871015,0.203485, 0.030091
pr_001648587,0.203485, 0.030091
pr_000883969,0.203485, 0.030091
pr_000755390,0.203485, 0.030091
pr_000884278,0.203485, 0.030091
pr_000870116,0.203485, 0.030091
pr_000716872,0.203485, 0.030091
pr_000870300,0.203485, 0.030091
pr_000867707,0.203485, 0.030091
pr_000968168,0.203485, 0.030091
pr_000869437,0.203485, 0.030091
pr_000692499,0.203485, 0.030091
pr_000863466,0.203485, 0.030091
pr_000641908,0.203485, 0.030091
pr_000761623,0.203485, 0.030091
pr_001809927,0.203485, 0.030091
pr_000969557,0.203485, 0.030096
pr_000633662,0.203485, 0.030100
pr_000625276,0.203485, 0.030100
pr_000870036,0.203485, 0.030200
pr_000728430,0.203485, 0.030260
pr_000644635,0.203485, 0.030509
pr_000869539,0.203485, 0.031555
pr_001059574,0.203485, 0.031603
pr_000867848,0.203485, 0.031694
pr_000696346,0.203485, 0.032236
pr_001936828,0.203485, 0.032236
pr_001005166,0.203485, 0.032236
pr_001670236,0.203485, 0.032236
pr_001035800,0.203485, 0.032236
pr_000873076,0.203485, 0.032236
pr_001588418,0.203485, 0.032236
pr_001675416,0.203485, 0.032236
pr_001747305,0.203485, 0.032236
pr_000973756,0.203485, 0.032262
pr_000851766,0.203485, 0.032262
pr_001955079,0.203485, 0.032262
pr_001933993,0.203485, 0.032262
pr_000868870,0.203485, 0.032262
pr_000992053,0.203485, 0.032262
pr_001704972,0.203485, 0.032262
pr_000630944,0.203485, 0.032262
pr_000867209,0.203485, 0.032262
pr_000866764,0.203485, 0.032262
pr_000870137,0.203485, 0.032279
pr_000625430,0.203485, 0.032643
pr_000869541,0.203485, 0.033326
pr_000871005,0.203485, 0.033326
pr_001645202,0.203485, 0.033485
pr_001398662,0.203485, 0.033718
pr_000868509,0.203485, 0.033729
pr_000887341,0.203485, 0.033731
pr_000726858,0.203485, 0.033731
pr_000706685,0.203485, 0.033731
pr_001087614,0.203485, 0.033732
pr_001917726,0.203485, 0.033732
pr_001055721,0.203485, 0.033733
pr_000854151,0.203485, 0.033733
pr_001066294,0.203485, 0.033739
pr_000848547,0.203485, 0.033850
pr_000870708,0.203485, 0.033850
pr_000888218,0.203485, 0.033951
pr_000868489,0.203485, 0.034122
pr_000868863,0.203485, 0.034124
pr_000904630,0.203485, 0.034126
pr_000927746,0.203485, 0.034130
pr_001011926,0.203485, 0.034130
pr_000870315,0.203485, 0.034134
pr_000978884,0.203485, 0.034192
pr_000647564,0.203485, 0.034213
pr_000706878,0.203485, 0.034242
pr_000870057,0.203485, 0.034247
pr_000721103,0.203485, 0.034247
pr_000879998,0.203485, 0.034256
pr_001036403,0.203485, 0.034311
pr_001638352,0.203485, 0.034412
pr_001737068,0.203485, 0.034412
pr_001601892,0.203485, 0.034412
pr_001662600,0.203485, 0.034412
pr_001597095,0.203485, 0.034412
pr_001746337,0.203485, 0.034438
pr_001044119,0.203485, 0.034438
pr_001417313,0.203485, 0.034438
pr_001647592,0.203485, 0.034438
pr_001725605,0.203485, 0.034438
pr_000868823,0.203485, 0.034438
pr_000970127,0.203485, 0.034438
pr_001398856,0.203485, 0.034452
pr_000850641,0.203485, 0.034453
pr_001152005,0.203485, 0.034483
pr_001019346,0.203485, 0.034487
pr_000976908,0.203485, 0.034505
pr_000705725,0.203485, 0.034534
pr_000867450,0.203485, 0.034553
pr_001593142,0.203485, 0.034603
pr_000684698,0.203485, 0.034603
pr_001087899,0.203485, 0.034603
pr_000747421,0.203485, 0.034603
pr_001047227,0.203485, 0.034603
pr_000884230,0.203485, 0.034641
pr_000632616,0.203485, 0.034641
pr_000860083,0.203485, 0.034641
pr_000878093,0.203485, 0.034641
pr_000869471,0.203485, 0.034641
pr_000950142,0.203485, 0.034641
pr_000732180,0.203485, 0.034641
pr_000672383,0.203485, 0.034641
pr_000869835,0.203485, 0.034641
pr_000735772,0.203485, 0.034641
pr_000607035,0.203485, 0.034643
pr_000855480,0.203485, 0.034644
pr_001088661,0.203485, 0.034696
pr_000903682,0.203485, 0.034736
pr_000864953,0.203485, 0.034757
pr_000596972,0.203485, 0.034757
pr_000634913,0.203485, 0.034757
pr_000732523,0.203485, 0.034761
pr_000600442,0.203485, 0.034785
pr_000868845,0.203485, 0.034814
pr_000727717,0.203485, 0.034820
pr_001008550,0.203485, 0.034882
pr_000752297,0.203485, 0.034882
pr_000969192,0.203485, 0.034914
pr_000636768,0.203485, 0.034992
pr_000878805,0.203485, 0.035015
pr_000649582,0.203485, 0.035166
pr_001833883,0.203485, 0.035825
pr_000870158,0.203485, 0.035925
pr_000867051,0.203485, 0.036076
pr_000942641,0.203485, 0.036877
pr_000985264,0.203485, 0.036989
pr_000868479,0.203485, 0.037193
pr_000977142,0.203485, 0.038068
pr_000611984,0.203485, 0.038392
pr_000268361,0.203485, 0.039103
pr_000851627,0.203485, 0.040272
pr_000874697,0.203485, 0.040284
pr_000876844,0.203485, 0.041183
pr_001006394,0.203485, 0.041189
pr_001016082,0.203485, 0.041192
pr_000951292,0.203485, 0.041465
pr_000631916,0.203485, 0.042106
pr_000868411,0.203485, 0.042228
pr_000870270,0.203485, 0.042432
pr_000866811,0.203485, 0.043324
pr_000869997,0.203485, 0.043697
pr_001107321,0.203485, 0.043876
pr_000870101,0.203485, 0.044334
pr_000730661,0.203485, 0.044376
pr_001848433,0.203485, 0.045627
pr_000870079,0.203485, 0.046598
pr_000895908,0.203485, 0.047007
pr_000894202,0.203485, 0.048317
pr_000895529,0.203485, 0.048317
pr_000858714,0.203485, 0.049791
pr_001068680,0.203485, 0.051488
pr_001943146,0.203485, 0.054347
pr_001703540,0.203485, 0.063647
pr_002239937,0.203485, 0.076720
pr_000088915,0.202869, 0.000000
pr_000113888,0.202869, 0.000000
pr_000271983,0.202869, 0.032097
pr_000623907,0.202869, 0.032097
pr_000725768,0.202869, 0.032097
pr_000769960,0.202869, 0.032097
pr_000623040,0.202869, 0.032097
pr_000868127,0.202869, 0.032097
pr_000869866,0.202869, 0.032097
pr_000732165,0.202869, 0.032097
pr_000736865,0.202869, 0.032097
pr_000861268,0.202869, 0.032097
pr_001732324,0.202869, 0.032097
pr_001963297,0.202869, 0.032097
pr_000636877,0.202869, 0.032097
pr_000860846,0.202869, 0.032097
pr_000711233,0.202869, 0.032097
pr_000622871,0.202869, 0.032097
pr_000633906,0.202869, 0.032097
pr_001037485,0.202869, 0.032097
pr_000590030,0.202869, 0.032097
pr_000586454,0.202869, 0.032097
pr_000707571,0.202869, 0.032097
pr_000873722,0.202869, 0.032097
pr_000863678,0.202869, 0.032097
pr_001044778,0.202869, 0.032097
pr_000641909,0.202869, 0.032097
pr_001963299,0.202869, 0.032097
pr_000627243,0.202869, 0.032097
pr_000650221,0.202869, 0.032097
pr_002057425,0.202869, 0.032097
pr_000860023,0.202869, 0.032097
pr_001927839,0.202869, 0.032097
pr_001734572,0.202869, 0.032097
pr_001665064,0.202869, 0.032097
pr_001019926,0.202869, 0.032097
pr_000987161,0.202869, 0.032097
pr_000623387,0.202869, 0.032097
pr_000626280,0.202869, 0.032097
pr_000735210,0.202869, 0.032097
pr_001728902,0.202869, 0.032097
pr_000906930,0.202869, 0.032097
pr_000630288,0.202869, 0.032097
pr_000858667,0.202869, 0.032097
pr_000662494,0.202869, 0.032097
pr_000750842,0.202869, 0.032097
pr_000703784,0.202869, 0.032097
pr_000652817,0.202869, 0.032097
pr_001017476,0.202869, 0.032097
pr_000658206,0.202869, 0.032097
pr_000869517,0.202869, 0.032097
pr_001050105,0.202869, 0.032097
pr_000760430,0.202869, 0.032097
pr_000852802,0.202869, 0.032097
pr_001089917,0.202869, 0.032097
pr_000869814,0.202869, 0.032097
pr_000738377,0.202869, 0.032097
pr_000729799,0.202869, 0.032097
pr_000642810,0.202869, 0.032097
pr_001707446,0.202869, 0.032097
pr_000639143,0.202869, 0.032097
pr_001005172,0.202869, 0.032097
pr_001829758,0.202869, 0.032097
pr_001044925,0.202869, 0.032097
pr_000976108,0.202869, 0.032097
pr_000634045,0.202869, 0.032097
pr_000760364,0.202869, 0.032097
pr_000660635,0.202869, 0.032097
pr_002106901,0.202869, 0.032097
pr_000874961,0.202869, 0.032097
pr_000861799,0.202869, 0.032104
pr_000869751,0.202869, 0.032106
pr_001396839,0.202869, 0.032113
pr_000853677,0.202869, 0.032143
pr_000981203,0.202869, 0.032177
pr_000741068,0.202869, 0.032194
pr_001074078,0.202869, 0.032208
pr_000768775,0.202869, 0.032272
pr_000986688,0.202869, 0.032447
pr_000756236,0.202869, 0.032494
pr_001015769,0.202869, 0.032924
pr_000867504,0.202869, 0.033309
pr_000869902,0.202869, 0.033424
pr_000761422,0.202869, 0.033602
pr_000936770,0.202869, 0.033671
pr_001089932,0.202869, 0.033686
pr_000638656,0.202869, 0.033969
pr_000970662,0.202869, 0.033983
pr_000910643,0.202869, 0.034266
pr_001077512,0.202869, 0.034268
pr_000877699,0.202869, 0.034270
pr_000643274,0.202869, 0.034270
pr_000869472,0.202869, 0.034270
pr_000853517,0.202869, 0.034270
pr_002082125,0.202869, 0.034270
pr_001072316,0.202869, 0.034270
pr_000593641,0.202869, 0.034270
pr_001739754,0.202869, 0.034270
pr_000706729,0.202869, 0.034270
pr_000907239,0.202869, 0.034270
pr_000848799,0.202869, 0.034270
pr_001835803,0.202869, 0.034270
pr_000628944,0.202869, 0.034270
pr_001613741,0.202869, 0.034270
pr_001040513,0.202869, 0.034270
pr_000628098,0.202869, 0.034270
pr_001737023,0.202869, 0.034270
pr_001686113,0.202869, 0.034270
pr_001063982,0.202869, 0.034270
pr_000874822,0.202869, 0.034270
pr_001672727,0.202869, 0.034270
pr_001918819,0.202869, 0.034270
pr_001388471,0.202869, 0.034270
pr_000706776,0.202869, 0.034270
pr_000725215,0.202869, 0.034270
pr_000972015,0.202869, 0.034270
pr_001695976,0.202869, 0.034270
pr_001118652,0.202869, 0.034270
pr_000977499,0.202869, 0.034270
pr_000726684,0.202869, 0.034270
pr_000971984,0.202869, 0.034270
pr_001718419,0.202869, 0.034270
pr_001093636,0.202869, 0.034270
pr_000702040,0.202869, 0.034270
pr_001747319,0.202869, 0.034270
pr_000967635,0.202869, 0.034270
pr_000939695,0.202869, 0.034270
pr_000710814,0.202869, 0.034270
pr_000666031,0.202869, 0.034270
pr_000988296,0.202869, 0.034270
pr_001693089,0.202869, 0.034270
pr_000709752,0.202869, 0.034270
pr_001117718,0.202869, 0.034270
pr_001389390,0.202869, 0.034270
pr_000983447,0.202869, 0.034270
pr_001972374,0.202869, 0.034270
pr_000978406,0.202869, 0.034270
pr_000875841,0.202869, 0.034270
pr_000771878,0.202869, 0.034270
pr_000995913,0.202869, 0.034270
pr_000733027,0.202869, 0.034270
pr_001748820,0.202869, 0.034270
pr_001094205,0.202869, 0.034270
pr_000627946,0.202869, 0.034270
pr_002052936,0.202869, 0.034270
pr_000623163,0.202869, 0.034270
pr_000861165,0.202869, 0.034270
pr_001932277,0.202869, 0.034270
pr_000643747,0.202869, 0.034270
pr_000854823,0.202869, 0.034270
pr_001686139,0.202869, 0.034270
pr_000968839,0.202869, 0.034270
pr_000611979,0.202869, 0.034270
pr_000761632,0.202869, 0.034270
pr_000761620,0.202869, 0.034270
pr_000748828,0.202869, 0.034270
pr_001082096,0.202869, 0.034270
pr_000911036,0.202869, 0.034270
pr_001659314,0.202869, 0.034270
pr_001627151,0.202869, 0.034270
pr_002052970,0.202869, 0.034270
pr_000709699,0.202869, 0.034270
pr_000854905,0.202869, 0.034270
pr_001980036,0.202869, 0.034270
pr_000660663,0.202869, 0.034270
pr_000749048,0.202869, 0.034270
pr_001638332,0.202869, 0.034270
pr_001963303,0.202869, 0.034270
pr_000698185,0.202869, 0.034270
pr_000877814,0.202869, 0.034270
pr_000991760,0.202869, 0.034270
pr_000729931,0.202869, 0.034270
pr_000990577,0.202869, 0.034270
pr_000594196,0.202869, 0.034270
pr_000711332,0.202869, 0.034270
pr_001077736,0.202869, 0.034270
pr_000588929,0.202869, 0.034270
pr_001389192,0.202869, 0.034270
pr_000662950,0.202869, 0.034270
pr_000695057,0.202869, 0.034270
pr_000631350,0.202869, 0.034270
pr_000749925,0.202869, 0.034270
pr_000641925,0.202869, 0.034270
pr_000599431,0.202869, 0.034270
pr_000654360,0.202869, 0.034270
pr_000601453,0.202869, 0.034270
pr_000858492,0.202869, 0.034270
pr_000698837,0.202869, 0.034270
pr_001022661,0.202869, 0.034270
pr_001583703,0.202869, 0.034270
pr_000909025,0.202869, 0.034270
pr_000961927,0.202869, 0.034270
pr_000762640,0.202869, 0.034270
pr_001857743,0.202869, 0.034270
pr_000986820,0.202869, 0.034270
pr_001697528,0.202869, 0.034270
pr_000859759,0.202869, 0.034270
pr_001068498,0.202869, 0.034270
pr_002136168,0.202869, 0.034270
pr_001859719,0.202869, 0.034270
pr_000627580,0.202869, 0.034270
pr_000636668,0.202869, 0.034270
pr_000658801,0.202869, 0.034270
pr_001831046,0.202869, 0.034270
pr_000641695,0.202869, 0.034270
pr_000760260,0.202869, 0.034270
pr_000967502,0.202869, 0.034270
pr_000703720,0.202869, 0.034270
pr_001649037,0.202869, 0.034270
pr_001046181,0.202869, 0.034270
pr_000706842,0.202869, 0.034270
pr_000863350,0.202869, 0.034270
pr_001717564,0.202869, 0.034270
pr_000706836,0.202869, 0.034270
pr_000594900,0.202869, 0.034270
pr_000862276,0.202869, 0.034270
pr_000862291,0.202869, 0.034270
pr_000971239,0.202869, 0.034270
pr_000886246,0.202869, 0.034270
pr_001079800,0.202869, 0.034270
pr_000969056,0.202869, 0.034270
pr_001604365,0.202869, 0.034270
pr_000602195,0.202869, 0.034270
pr_000968731,0.202869, 0.034270
pr_001087921,0.202869, 0.034270
pr_000726003,0.202869, 0.034270
pr_001059596,0.202869, 0.034270
pr_001390135,0.202869, 0.034270
pr_000970911,0.202869, 0.034270
pr_000694573,0.202869, 0.034270
pr_000630497,0.202869, 0.034270
pr_001054300,0.202869, 0.034270
pr_000991476,0.202869, 0.034270
pr_000738948,0.202869, 0.034270
pr_000869635,0.202869, 0.034270
pr_001652889,0.202869, 0.034270
pr_000970811,0.202869, 0.034270
pr_000995341,0.202869, 0.034270
pr_000772384,0.202869, 0.034270
pr_000634368,0.202869, 0.034270
pr_000870000,0.202869, 0.034270
pr_000631415,0.202869, 0.034270
pr_000770908,0.202869, 0.034270
pr_001123572,0.202869, 0.034270
pr_001675417,0.202869, 0.034270
pr_000967530,0.202869, 0.034270
pr_001686153,0.202869, 0.034270
pr_000846904,0.202869, 0.034270
pr_000970597,0.202869, 0.034270
pr_001686138,0.202869, 0.034270
pr_001981830,0.202869, 0.034270
pr_001035829,0.202869, 0.034270
pr_000893772,0.202869, 0.034270
pr_001583306,0.202869, 0.034270
pr_001152886,0.202869, 0.034270
pr_000631362,0.202869, 0.034270
pr_001829783,0.202869, 0.034270
pr_001624766,0.202869, 0.034270
pr_000856186,0.202869, 0.034270
pr_000722728,0.202869, 0.034270
pr_000862352,0.202869, 0.034270
pr_000692624,0.202869, 0.034270
pr_001768306,0.202869, 0.034270
pr_000642278,0.202869, 0.034270
pr_000636896,0.202869, 0.034270
pr_002108752,0.202869, 0.034270
pr_001062630,0.202869, 0.034270
pr_000706681,0.202869, 0.034270
pr_001079698,0.202869, 0.034270
pr_001103855,0.202869, 0.034270
pr_000590181,0.202869, 0.034270
pr_001152240,0.202869, 0.034270
pr_001963280,0.202869, 0.034270
pr_001413096,0.202869, 0.034270
pr_001972229,0.202869, 0.034270
pr_000750813,0.202869, 0.034270
pr_000591356,0.202869, 0.034270
pr_001397559,0.202869, 0.034270
pr_002052996,0.202869, 0.034270
pr_001005358,0.202869, 0.034270
pr_000633005,0.202869, 0.034270
pr_000752012,0.202869, 0.034270
pr_000852782,0.202869, 0.034270
pr_000975901,0.202869, 0.034270
pr_000768247,0.202869, 0.034270
pr_000731720,0.202869, 0.034270
pr_001985014,0.202869, 0.034270
pr_001076384,0.202869, 0.034270
pr_000897432,0.202869, 0.034270
pr_001037014,0.202869, 0.034270
pr_000971219,0.202869, 0.034270
pr_000741489,0.202869, 0.034270
pr_001607436,0.202869, 0.034270
pr_000635233,0.202869, 0.034270
pr_000738224,0.202869, 0.034270
pr_002061320,0.202869, 0.034270
pr_000859438,0.202869, 0.034270
pr_000644233,0.202869, 0.034270
pr_002130230,0.202869, 0.034270
pr_000972211,0.202869, 0.034270
pr_000632476,0.202869, 0.034270
pr_000630102,0.202869, 0.034270
pr_002052992,0.202869, 0.034270
pr_001609126,0.202869, 0.034270
pr_000967935,0.202869, 0.034270
pr_000631481,0.202869, 0.034270
pr_000730043,0.202869, 0.034270
pr_001613743,0.202869, 0.034270
pr_000970500,0.202869, 0.034270
pr_001827671,0.202869, 0.034270
pr_002096423,0.202869, 0.034270
pr_000756860,0.202869, 0.034270
pr_001044825,0.202869, 0.034270
pr_001016407,0.202869, 0.034270
pr_000905973,0.202869, 0.034270
pr_000878837,0.202869, 0.034270
pr_000870376,0.202869, 0.034270
pr_000876837,0.202869, 0.034270
pr_000873145,0.202869, 0.034270
pr_001686034,0.202869, 0.034270
pr_000636446,0.202869, 0.034270
pr_000650428,0.202869, 0.034270
pr_001919809,0.202869, 0.034270
pr_000981781,0.202869, 0.034270
pr_001711261,0.202869, 0.034270
pr_000631384,0.202869, 0.034270
pr_000743269,0.202869, 0.034270
pr_001726412,0.202869, 0.034270
pr_000700267,0.202869, 0.034270
pr_001837687,0.202869, 0.034270
pr_000668134,0.202869, 0.034270
pr_001686140,0.202869, 0.034270
pr_000876916,0.202869, 0.034270
pr_000619378,0.202869, 0.034270
pr_001746267,0.202869, 0.034270
pr_000611550,0.202869, 0.034270
pr_001747317,0.202869, 0.034270
pr_000869279,0.202869, 0.034270
pr_000644798,0.202869, 0.034273
pr_001018498,0.202869, 0.034273
pr_000869731,0.202869, 0.034277
pr_000633185,0.202869, 0.034277
pr_001056483,0.202869, 0.034279
pr_000608898,0.202869, 0.034285
pr_000726935,0.202869, 0.034285
pr_000627998,0.202869, 0.034300
pr_000635150,0.202869, 0.034301
pr_001770341,0.202869, 0.034307
pr_001055700,0.202869, 0.034326
pr_001073914,0.202869, 0.034338
pr_000628735,0.202869, 0.034338
pr_000601401,0.202869, 0.034346
pr_000587396,0.202869, 0.034346
pr_000600386,0.202869, 0.034346
pr_000759243,0.202869, 0.034346
pr_001717170,0.202869, 0.034351
pr_002073091,0.202869, 0.034426
pr_000610727,0.202869, 0.034472
pr_001937565,0.202869, 0.034505
pr_000662049,0.202869, 0.034656
pr_000884745,0.202869, 0.034686
pr_000870259,0.202869, 0.034686
pr_000595029,0.202869, 0.034717
pr_000636145,0.202869, 0.034790
pr_000636769,0.202869, 0.034790
pr_000601657,0.202869, 0.034790
pr_000904044,0.202869, 0.034845
pr_001002195,0.202869, 0.034971
pr_000737463,0.202869, 0.034991
pr_000869461,0.202869, 0.035096
pr_001081746,0.202869, 0.035194
pr_000638260,0.202869, 0.035322
pr_000932614,0.202869, 0.035479
pr_001066857,0.202869, 0.035479
pr_000978967,0.202869, 0.036069
pr_001036352,0.202869, 0.036350
pr_000660741,0.202869, 0.036378
pr_000623369,0.202869, 0.036868
pr_000602646,0.202869, 0.036926
pr_000654515,0.202869, 0.037393
pr_000598797,0.202869, 0.037660
pr_000589165,0.202869, 0.038496
pr_001733514,0.202869, 0.038508
pr_000979123,0.202869, 0.038623
pr_000845821,0.202869, 0.038623
pr_000942274,0.202869, 0.038848
pr_000867389,0.202869, 0.038855
pr_001039096,0.202869, 0.038857
pr_000866916,0.202869, 0.039255
pr_001002688,0.202869, 0.040201
pr_000741487,0.202869, 0.040272
pr_000860758,0.202869, 0.040468
pr_000725300,0.202869, 0.040514
pr_000877693,0.202869, 0.040796
pr_000865375,0.202869, 0.040796
pr_000731228,0.202869, 0.040800
pr_002107915,0.202869, 0.040806
pr_000955738,0.202869, 0.040837
pr_000972756,0.202869, 0.041021
pr_000596124,0.202869, 0.041021
pr_001116651,0.202869, 0.041021
pr_000845516,0.202869, 0.041028
